# PC Partitioning in PC/POPE/CDL-1 System Outer Leaflet
# 1st Col = Rho	 2nd Col = Z	 3rd Col = % Change
1.218601656077717621e+01 7.391767310865277052e-01 4.792304067232760367e+00
1.218626209599349686e+01 2.232270322159138676e+00 4.974895163314842605e+00
1.218632442163343121e+01 3.747612607077158930e+00 4.928996591474034794e+00
1.218714612394664165e+01 5.248242222157166736e+00 5.577298164813355719e+00
1.218914932552402242e+01 6.713560440090654780e+00 5.991985815328830789e+00
1.218922812412769652e+01 8.172731375607702020e+00 6.753659346404944586e+00
1.219083833873876088e+01 9.639418489385899846e+00 5.941178342944386515e+00
1.218847645191953788e+01 1.112128995558673417e+01 5.394503938844150248e+00
1.217718924142440429e+01 1.263911470347883181e+01 3.968068809263345376e+00
1.216893563025030645e+01 1.412312995979147168e+01 0.000000000000000000e+00
1.221820804071641753e+01 1.550907665086283771e+01 -2.873277011027055572e+00
1.240491441018724394e+01 1.681663727833340616e+01 -4.687514569693187028e+00
1.275430202332197638e+01 1.799974156863220998e+01 -5.075646009573107520e+00
1.327579062817184408e+01 1.907397706027029116e+01 -4.951333957965318611e+00
1.392789813388879772e+01 2.002807023957646848e+01 -4.734954779274123560e+00
1.464249495644672550e+01 2.081103614070609709e+01 -5.072088195592648674e+00
1.541548220594787111e+01 2.147705003597982909e+01 -6.096705288265892975e+00
1.622518790342876827e+01 2.202808750459491449e+01 -6.969301964971458929e+00
1.701603140612949616e+01 2.244325060156355178e+01 -7.322857174252407120e+00
1.778932954033474090e+01 2.273009272302276784e+01 -7.685052897124552196e+00
1.858469328209425697e+01 2.292344592971113926e+01 -7.123834564527188107e+00
1.937546715126910968e+01 2.302221072332230989e+01 -5.804581073531440261e+00
2.015332969870642899e+01 2.295352117798989156e+01 -3.480531409979976676e+00
2.090921751578596144e+01 2.290105655683672126e+01 -1.692272500426624138e+00
2.165082914135779646e+01 2.288614024694136617e+01 0.000000000000000000e+00
2.239018735585392150e+01 2.287393603338891523e+01 0.000000000000000000e+00
2.312597869990554855e+01 2.286331191154468456e+01 0.000000000000000000e+00
2.382926861552963516e+01 2.286367511954579257e+01 0.000000000000000000e+00
2.451343289930005653e+01 2.286629410281039299e+01 0.000000000000000000e+00
2.518078258472653985e+01 2.286555424742376985e+01 0.000000000000000000e+00
2.580900349946330152e+01 2.286471045148601888e+01 0.000000000000000000e+00
2.643021361803947045e+01 2.286524899759348628e+01 0.000000000000000000e+00
2.703643427639484642e+01 2.286082393124058143e+01 0.000000000000000000e+00
2.767038234357036330e+01 2.286345660575060990e+01 0.000000000000000000e+00
2.837212446456225479e+01 2.286753024101720300e+01 0.000000000000000000e+00
2.915250624423703840e+01 2.286678467012741578e+01 0.000000000000000000e+00
3.012364970399065101e+01 2.286483590209730110e+01 0.000000000000000000e+00
3.129216385174588311e+01 2.285711212219039012e+01 0.000000000000000000e+00
3.273624702881188853e+01 2.286160590413865634e+01 0.000000000000000000e+00
3.564613725381706644e+01 2.285579434826610168e+01 0.000000000000000000e+00
